transaction_id,standardized_lender_name,standardized_lender_type,lender_geography,lender_core_type,lender_profit_orientation,transaction_primary_class,recipient,recipient_region,commitment_year,involving_multilateral
Government of Rwanda-Rwanda-2017-11-29,People's Bank of China,Chinese Government Agency,Chinese,Government Agency,Policy Driven,NEUTRAL,Rwanda,Africa,2017,No
Government of Rwanda-Rwanda-2017-11-29,African Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Rwanda,Africa,2017,No
Government of Rwanda-Rwanda-2017-11-29,European Investment Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Rwanda,Africa,2017,No
Government of Senegal-Senegal-2017-01-01,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,GREEN,Senegal,Africa,2017,No
Government of Senegal-Senegal-2017-01-01,African Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,GREEN,Senegal,Africa,2017,No
Government of Senegal-Senegal-2017-01-01,Economic Community of West African States,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,GREEN,Senegal,Africa,2017,No
Government of Senegal-Senegal-2017-01-01,European Investment Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,GREEN,Senegal,Africa,2017,No
Government of Senegal-Senegal-2017-01-01,French Development Agency,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,GREEN,Senegal,Africa,2017,No
Government of Senegal-Senegal-2017-01-01,KfW,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,GREEN,Senegal,Africa,2017,No
Government of Senegal-Senegal-2017-01-01,International Development Association,Other NGO/CSO/Foundation,Non-Chinese,NGO/CSO/Foundation,Policy Driven,GREEN,Senegal,Africa,2017,No
Telecom Serbia-Serbia-2017-05-12,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Serbia,Europe,2017,No
Telecom Serbia-Serbia-2017-05-12,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,NEUTRAL,Serbia,Europe,2017,No
National Port Development (SL) Ltd.-Sierra Leone-2017-11-29,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Sierra Leone,Africa,2017,No
National Port Development (SL) Ltd.-Sierra Leone-2017-11-29,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,NEUTRAL,Sierra Leone,Africa,2017,No
ACWA Power International-South Africa-2017-11-13,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,GREEN,South Africa,Africa,2017,No
FirstRand Bank (FirstRand Limited)-South Africa-2017-10-31,China Construction Bank,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
FirstRand Bank (FirstRand Limited)-South Africa-2017-10-31,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
FirstRand Bank (FirstRand Limited)-South Africa-2017-10-31,Bank of Taiwan,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
FirstRand Bank (FirstRand Limited)-South Africa-2017-10-31,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,NEUTRAL,South Africa,Africa,2017,No
FirstRand Bank (FirstRand Limited)-South Africa-2017-10-31,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
FirstRand Bank (FirstRand Limited)-South Africa-2017-10-31,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
FirstRand Bank (FirstRand Limited)-South Africa-2017-10-31,Taiwan Cooperative Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Bank of Taiwan,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Bayerische Landesbank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Bank of America,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Commerzbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Doha Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,HSBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Hua Nan Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,JPMorgan,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Mitsubishi UFJ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,State Bank of India,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Taiwan Business Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Nedbank South Africa-South Africa-2017-05-17,Wells Fargo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,Absa,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,Caterpillar Financial Services,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,HSBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,JPMorgan,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,Nedbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,South Africa,Africa,2017,No
Harmony Gold Mining Company Limited-South Africa-2017-07-28,State Bank of India,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,South Africa,Africa,2017,No
Government of Sri Lanka-Sri Lanka-2017-12-22,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,GREEN,Sri Lanka,Asia,2017,No
Government of Sri Lanka-Sri Lanka-2017-12-22,People's Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,GREEN,Sri Lanka,Asia,2017,No
National Water Supply & Drainage Board of Sri Lanka-Sri Lanka-2017-08-21,China Development Bank,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,NEUTRAL,Sri Lanka,Asia,2017,No
National Water Supply & Drainage Board of Sri Lanka-Sri Lanka-2017-08-21,Bank of Ceylon,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Sri Lanka,Asia,2017,No
Government of Tunisia-Tunisia-2017-11-09,People's Bank of China,Chinese Government Agency,Chinese,Government Agency,Policy Driven,NEUTRAL,Tunisia,Africa,2017,No
Government of Tunisia-Tunisia-2017-11-09,African Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Tunisia,Africa,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Abu Dhabi Commercial Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Axis Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Banca UBAE,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Banco de Sabadell,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Bank of America,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,BNY Mellon,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,BNP Paribas,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,BPER Banca,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,CaixaBank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,China Development Bank,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,CoBank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Commerzbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Credit Suisse,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Deutsche Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,DZ Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Emirates NBD,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Goldman Sachs,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Habib Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,HSBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,ING,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Intesa Sanpaolo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,JPMorgan,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,KfW,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Mashreq Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Mizuho,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Mitsubishi UFJ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Natixis,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Raiffeisen Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Societe Generale,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Sumitomo Mitsui,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,The Arab Investment,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Union de Banques Arabes et Francaises,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Unione di Banche Italiane,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Wells Fargo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Akbank T.A.Ş.-Turkey-2017-03-22,Zürcher Kantonalbank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Kocaeli Hastane Yatirim ve Saglik Hizmetleri A.S.-Turkey-2017-03-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Kocaeli Hastane Yatirim ve Saglik Hizmetleri A.S.-Turkey-2017-03-01,European Bank for Reconstruction and Development,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
Kocaeli Hastane Yatirim ve Saglik Hizmetleri A.S.-Turkey-2017-03-01,Export Development Canada,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Kocaeli Hastane Yatirim ve Saglik Hizmetleri A.S.-Turkey-2017-03-01,Intesa Sanpaolo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Kocaeli Hastane Yatirim ve Saglik Hizmetleri A.S.-Turkey-2017-03-01,Overseas Investment Corporation,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Kocaeli Hastane Yatirim ve Saglik Hizmetleri A.S.-Turkey-2017-03-01,UniCredit,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
ELZ Saglik Yatirim A.S.-Turkey-2017-02-15,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
ELZ Saglik Yatirim A.S.-Turkey-2017-02-15,International Finance Corporation,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
ELZ Saglik Yatirim A.S.-Turkey-2017-02-15,Intesa Sanpaolo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
ELZ Saglik Yatirim A.S.-Turkey-2017-02-15,Mitsubishi UFJ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
ELZ Saglik Yatirim A.S.-Turkey-2017-02-15,Netherlands Development Finance,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
ELZ Saglik Yatirim A.S.-Turkey-2017-02-15,Proparco,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
ELZ Saglik Yatirim A.S.-Turkey-2017-02-15,Siemens Financial Services,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Hayat Varlık-Turkey-2017-01-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Hayat Varlık-Turkey-2017-01-01,European Bank for Reconstruction and Development,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,Black Sea Trade and Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,ECO Trade and Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,European Bank for Reconstruction and Development,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,Intesa Sanpaolo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,Islamic Corporation for the Development of the Sector,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,Islamic Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,Oesterreichische Entwicklungsbank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,OPEC Fund for International Development,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,QNB,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,Siemens Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,UniCredit,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,VakifBank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Türkiye Garanti Bank BBVA-Turkey-2017-05-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Türkiye Garanti Bank BBVA-Turkey-2017-05-01,First Abu Dhabi Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2017,No
Türkiye Garanti Bank BBVA-Turkey-2017-05-01,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2017,No
Areaflin S.A.-Uruguay-2017-03-15,People's Bank of China,Chinese Government Agency,Chinese,Government Agency,Policy Driven,GREEN,Uruguay,America,2017,No
Areaflin S.A.-Uruguay-2017-03-15,BBVA,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Uruguay,America,2017,No
Areaflin S.A.-Uruguay-2017-03-15,Inter-American Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,GREEN,Uruguay,America,2017,No
Difebal S.A.-Uruguay-2017-07-13,People's Bank of China,Chinese Government Agency,Chinese,Government Agency,Policy Driven,GREY,Uruguay,America,2017,No
Difebal S.A.-Uruguay-2017-07-13,Inter-American Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,GREY,Uruguay,America,2017,No
Government of Uzbekistan-Uzbekistan-2017-01-01,China Development Bank,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,BROWN,Uzbekistan,Asia,2017,No
Government of Uzbekistan-Uzbekistan-2017-01-01,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,BROWN,Uzbekistan,Asia,2017,No
An Binh Bank (Abbank)-Vietnam-2017-12-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2017,No
An Binh Bank (Abbank)-Vietnam-2017-12-01,Bangkok Bank Public,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
An Binh Bank (Abbank)-Vietnam-2017-12-01,International Finance Corporation,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Viet Nam,Asia,2017,No
An Binh Bank (Abbank)-Vietnam-2017-12-01,Maybank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Vietnam International Commercial Joint Stock Bank-Vietnam-2017-11-15,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2017,No
Vietnam International Commercial Joint Stock Bank-Vietnam-2017-11-15,Cathay United Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Vietnam International Commercial Joint Stock Bank-Vietnam-2017-11-15,International Finance Corporation,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Viet Nam,Asia,2017,No
Vietnam International Commercial Joint Stock Bank-Vietnam-2017-11-15,Kiatnakin Phatra Bank Thailand,Other State-owned Commercial Bank,Non-Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2017,No
Home Credit Vietnam Finance Co. Ltd.-Vietnam-2017-11-01,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2017,No
Home Credit Vietnam Finance Co. Ltd.-Vietnam-2017-11-01,Credit Suisse,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Home Credit Vietnam Finance Co. Ltd.-Vietnam-2017-11-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2017,No
Home Credit Vietnam Finance Co. Ltd.-Vietnam-2017-11-01,Maybank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Bank for Investment and Development of Vietnam (BIDV)-Vietnam-2017-11-01,China Construction Bank,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2017,No
Bank for Investment and Development of Vietnam (BIDV)-Vietnam-2017-11-01,ANZ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Bank for Investment and Development of Vietnam (BIDV)-Vietnam-2017-11-01,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Bank for Investment and Development of Vietnam (BIDV)-Vietnam-2017-11-01,Commerzbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Bank for Investment and Development of Vietnam (BIDV)-Vietnam-2017-11-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2017,No
Bank for Investment and Development of Vietnam (BIDV)-Vietnam-2017-11-01,Maybank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2017,No
Government of Zambia-Zambia-2017-01-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Zambia,Africa,2017,No
Government of Zambia-Zambia-2017-01-01,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,NEUTRAL,Zambia,Africa,2017,No
Kafue Gorge Lower (KGL) Power Development Corporation Limited-Zambia-2017-11-13,Export-Import Bank of China,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,GREEN,Zambia,Africa,2017,No
