transaction_id,total_observations,green_count,brown_count,grey_count,neutral_count,total_amount_billions,pct_green,pct_brown,pct_grey,pct_neutral,has_green_and_brown,is_uniform,dominant_class,transaction_class
Not Available-Sierra Leone-2012-08-30,1,0,0,0,1,1.8611390211077701e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Sri Lanka-2012-05-04,1,0,0,0,1,1.8611390211077701e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Philippines-Philippines-2020-04-05,2,0,0,0,2,1.85953360897501e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cambodia-Cambodia-2012-06-08,1,0,0,0,1,1.85511522152283e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Thailand Burapha University-Thailand-2021-12-14,1,0,0,0,1,1.849e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Fiji-2011-02-22,1,0,0,0,1,1.84482027201191e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Samoa-2017-11-08,1,0,0,0,1,1.84374105123355e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ecuador Ministry of Foreign Affairs and Migration-Ecuador-2006-01-12,1,0,0,0,1,1.83509086522834e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Trinidad & Tobago-2013-01-01,1,0,0,0,1,1.8345975642215998e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ecuador Ministry of Public Health-Ecuador-2020-05-29,1,0,0,0,1,1.83161268391533e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Colombia-Colombia-2014-01-01,1,0,0,0,1,1.81512425867491e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Peru Ministry of Health (Ministerio de Salud) (MINSA)-Peru-2020-08-01,1,0,0,0,1,1.8148042870294e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Georgetown Public Hospital Corporation (GPHC)-Guyana-2018-12-28,1,0,0,0,1,1.81261170988202e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Dominica-Dominica-2007-09-23,1,0,0,0,1,1.7992643828841e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Laos-2007-07-18,1,0,0,0,1,1.7992643828841e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Uganda-2007-01-01,1,0,0,0,1,1.7992643828841e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Namibia-2009-01-01,2,0,0,0,2,1.79846177150278e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Uruguay-Uruguay-2019-01-31,1,0,0,0,1,1.7977033796194198e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Guinea-Bissau-Guinea-Bissau-2014-04-01,1,0,0,0,1,1.79679273658014e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Guinea-Guinea-2014-04-01,1,0,0,0,1,1.79679273658014e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Liberia-Liberia-2014-04-24,1,0,0,0,1,1.79679273658014e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Maldives-2014-04-10,1,0,0,0,1,1.79679273658014e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Sierra Leone-2014-04-23,1,0,0,0,1,1.79679273658014e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Cambodia National Electric Power Company-Cambodia-2020-04-20,1,0,0,0,1,1.78046478641469e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Nigeria-Nigeria-2016-01-01,2,0,0,0,2,1.7769640171141e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
National Bank of Tajikistan-Tajikistan-2016-01-01,1,0,0,0,1,1.7769640171141e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Afghanistan-2016-12-27,1,0,0,0,1,1.7769640171141e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Peru National Museum of Archeology, Anthropology, and History-Peru-2016-11-21",1,0,0,0,1,1.7769640171141e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
San Fernando General Hospital-Trinidad & Tobago-2015-01-01,1,0,0,0,1,1.76681528712479e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of South Sudan-South Sudan-2020-06-11,1,0,0,0,1,1.76030063100629e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Unspecified Libyan Government Institution-Libya-2020-06-10,1,0,0,0,1,1.76030063100629e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Thailand Ministry of Public Health-Thailand-2009-01-01,1,0,0,0,1,1.7499562499589602e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Sri Lanka-2013-01-01,1,0,0,0,1,1.74708577830788e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Republic of Congo Ministry of Primary Education, Secondary Education, and Literacy-Congo - Brazzaville-2019-01-01",1,0,0,0,1,1.73669147832854e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Brazil-Brazil-2021-06-01,1,0,0,0,1,1.736e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Mali Ministry of Health and Social Development-Mali-2021-02-25,1,0,0,0,1,1.736e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ethiopia-Ethiopia-2020-09-24,1,0,0,0,1,1.7335068320416198e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Caribbean Public Health Agency (CARPHA)-America, regional-2020-05-12",1,0,0,0,1,1.73053893519927e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
World Health Organization (WHO)-Turkey-2017-01-03,1,0,0,0,1,1.72850723553146e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Jamaican Office of Disaster Preparedness and Emergency Management (ODPEM)-Jamaica-2012-11-09,1,0,0,0,1,1.72409653054744e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Albania Ministry of Education, Sport and Youth-Albania-2016-01-01",1,0,0,0,1,1.7192975631419102e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Mongolia-2011-01-01,1,0,0,0,1,1.7122470838959502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Nepal-Nepal-2020-12-07,1,0,0,0,1,1.70797882775104e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Benin-Benin-2017-06-16,1,0,0,0,1,1.70528641025333e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Malawi-Malawi-2017-12-12,1,0,0,0,1,1.70528641025333e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Kyrgyzstan-2017-04-13,1,0,0,0,1,1.70528641025333e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Vietnam-2017-01-01,1,0,0,0,1,1.70528641025333e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
University of Karachi-Pakistan-2017-01-01,1,0,0,0,1,1.70528641025333e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Cook Islands-2021-01-01,1,0,0,0,1,1.70212765957446e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Republic of Fiji-Fiji-2007-12-18,1,0,0,0,1,1.69324561085897e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Albania-Albania-2018-01-01,5,0,0,0,5,1.6929080599961902e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Niger-Niger-2016-11-30,1,0,0,0,1,1.69251240268e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Uzbekistan-2015-02-01,1,0,0,0,1,1.68341335436842e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Bahamas-2015-01-01,3,0,0,0,3,1.6784070492280602e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Philippine Red Cross-Philippines-2020-05-12,1,0,0,0,1,1.6752555035810901e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Uganda Ministry of Health-Uganda-2020-04-26,1,0,0,0,1,1.6752555035810901e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Rwandan Patriotic Front-Rwanda-2008-01-01,1,0,0,0,1,1.6731049535154198e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cambodia-Cambodia-2010-11-25,1,0,0,0,1,1.67127232295548e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Cambodia Ministry of Interior-Cambodia-2001-01-01,1,0,0,0,1,1.67086003426903e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Solomon Islands-Solomon Islands-2020-11-27,1,0,0,0,1,1.6616355401373402e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
China-Africa Development Fund (CADFund)-Liberia-2014-11-04,1,0,0,0,1,1.66064284711273e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
China-Africa Development Fund (CADFund)-Sierra Leone-2014-11-04,1,0,0,0,1,1.66064284711273e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
University of Novi Sad-Serbia-2014-04-11,1,0,0,0,1,1.66064284711273e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cameroon-Cameroon-2020-08-03,1,0,0,0,1,1.65939641814719e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ghana-Ghana-2011-06-22,1,0,0,0,1,1.65517218109942e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
National University of Samoa-Samoa-2020-11-04,1,0,0,0,1,1.65061371272767e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2018-05-28,1,0,0,0,1,1.64782882716547e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Kenya Highways Authority-Kenya-2018-03-15,1,0,0,0,1,1.64782882716547e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Nalaikh District Hospital-Mongolia-2018-01-01,1,0,0,0,1,1.64782882716547e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Youth Exchange Fund for Malaysia-China Friendship Foundation-Malaysia-2018-01-01,1,0,0,0,1,1.64782882716547e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Myanmar Ministry of Health and Sports-Myanmar-2020-03-27,1,0,0,0,1,1.64733457852141e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Samoa-Samoa-2019-07-01,1,0,0,0,1,1.63620015405161e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Pakistan Federal Board of Revenue (Customs)-Pakistan-2019-01-10,1,0,0,0,1,1.63620015405161e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Youth Exchange Fund for Malaysia-China Friendship Foundation-Malaysia-2019-07-23,1,0,0,0,1,1.63620015405161e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Port Moresby General Hospital-Papua New Guinea-2018-01-01,2,0,0,0,2,1.63477462181801e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Albania-Albania-2020-07-01,1,0,0,0,1,1.6305820234856e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Vanuatu-2004-01-01,2,0,0,0,2,1.6283407740923898e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Timor-Leste-Timor-Leste-2005-01-01,1,0,0,0,1,1.62767501221061e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Philippines-Philippines-2021-12-21,1,0,0,0,1,1.62370610919423e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Uzbekistan-Uzbekistan-2020-04-29,1,0,0,0,1,1.61860435128608e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Philippines-Philippines-2020-02-02,1,0,0,0,1,1.61860435128608e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Kachin State Government-Myanmar-2020-04-08,1,0,0,0,1,1.61860435128608e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Mongolia Ministry of Defense-Mongolia-2020-05-26,1,0,0,0,1,1.61860435128608e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Yangon University-Myanmar-2020-12-03,1,0,0,0,1,1.61860435128608e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Kyaukbodang Town No.3 Middle School (China-Burma Friendship School No. 013)-Myanmar-2017-01-01,1,0,0,0,1,1.6094596854963103e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Han Chiang University College of Communication-Malaysia-2017-01-01,1,0,0,0,1,1.60854680418536e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Burkina Faso-Burkina Faso-2018-10-30,1,0,0,0,1,1.608200095844e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Costa Rican Institute of Sport and Recreation-Costa Rica-2015-12-11,1,0,0,0,1,1.6069854726651598e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Northern Cape Provincial Government-South Africa-2020-05-05,1,0,0,0,1,1.6061308832877001e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Republic of Fiji-Fiji-2020-12-07,1,0,0,0,1,1.5954814319819898e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Pacific Islands Forum-Oceania, regional-2004-12-22",1,0,0,0,1,1.59435648532064e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
National Assembly of Mauritius-Mauritius-2019-06-01,1,0,0,0,1,1.59096493868123e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2020-06-09,1,0,0,0,1,1.58925905439726e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Kenyan Ministry of Agriculture-Kenya-2002-01-01,1,0,0,0,1,1.58735555369918e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Fiji-2014-11-17,1,0,0,0,1,1.5850361132237502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Myanmar Ministry of Health and Sports-Myanmar-2020-04-22,1,0,0,0,1,1.58501507378819e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Kenya-Kenya-2003-02-27,1,0,0,0,1,1.58100536750567e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Government of Sabah, Malaysia-Malaysia-2020-06-10",3,0,0,0,3,1.576795041766923e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Far Eastern University Thailand-Thailand-2021-12-14,1,0,0,0,1,1.576e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cambodia-Cambodia-2019-10-18,1,0,0,0,1,1.5729904571669902e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Bangladesh Ministry of Foreign Affairs|Bangladesh Ministry of Health and Family Welfare-Bangladesh-2020-03-01,1,0,0,0,1,1.57250649936145e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Plan Trifinio-El Salvador-2020-12-03,1,0,0,0,1,1.56037932477103e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ethiopian Ministry of Agriculture and Natural Resources-Ethiopia-2019-01-01,1,0,0,0,1,1.55613081138475e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Kazakhstan-2003-05-09,1,0,0,0,1,1.55177260262112e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Tanzania-Tanzania-2021-01-07,1,0,0,0,1,1.55038759689922e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Seychelles Ministry of Foreign Affairs and International Cooperation-Seychelles-2021-01-23,1,0,0,0,1,1.55038759689922e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
State Forensic Examination Committee of the Republic of Belarus-Belarus-2021-07-29,1,0,0,0,1,1.55038759689922e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ngorongoro National Park-Tanzania-2017-09-30,1,0,0,0,1,1.54589755989119e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Laos-Laos-2018-08-09,1,0,0,0,1,1.54056159354791e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Guyana-Guyana-2007-05-18,1,0,0,0,1,1.53758692339378e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
University of Novi Sad-Serbia-2019-07-15,1,0,0,0,1,1.53108149712961e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Trust Fund of the Federal States of Micronesia-Micronesia-2006-01-01,1,0,0,0,1,1.52924238769028e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Zimbabwe Ministry of Agriculture, Mechanization, and Irrigation Development-Zimbabwe-2019-01-01",1,0,0,0,1,1.5280478726765e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ecuador Chapter Binational Plan for the Development of the Ecuador-Peru Border Region-Ecuador-2008-01-01,1,0,0,0,1,1.5245859219490502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Guinea-Bissau-Guinea-Bissau-2008-09-05,1,0,0,0,1,1.5245859219490502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2008-09-06",1,0,0,0,1,1.5245859219490502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2008-05-01,2,0,0,0,2,1.5245859219490502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Myanmar Ministry of Social Welfare, Relief and Resettlement-Myanmar-2008-01-01",1,0,0,0,1,1.5245859219490502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Laos-2008-08-26,1,0,0,0,1,1.5245859219490502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Peru-2008-07-24,1,0,0,0,1,1.5245859219490502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Myanmar Ministry of Social Welfare, Relief and Resettlement|Union Enterprise for Humanitarian Assistance, Resettlement and Development in Rakhine (UEHRD)-Myanmar-2018-01-01",1,0,0,0,1,1.52447009239639e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Kenyan Ministry of Foreign Affairs-Kenya-2011-01-01,1,0,0,0,1,1.52348385730524e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Laos-2011-08-24,1,0,0,0,1,1.52199740790751e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Cor Jesu College-Philippines-2019-12-04,1,0,0,0,1,1.51094294973568e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Fiji Ministry of Health and Medical Services-Fiji-2017-07-17,1,0,0,0,1,1.50960388448416e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Kenya-Kenya-2001-05-01,1,0,0,0,1,1.5087226604479798e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Save the Children-Philippines-2012-02-01,1,0,0,0,1,1.5052968486744e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Tanzania-Tanzania-2021-01-21,1,0,0,0,1,1.5049494674295198e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Papua New Guinea-2004-01-01,4,0,0,0,4,1.5028167633551103e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of South Sudan-Sudan-2009-04-09,1,0,0,0,1,1.50201004827479e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Costa Rica-2009-01-19,1,0,0,0,1,1.50201004827479e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Namibia-2009-02-01,1,0,0,0,1,1.50201004827479e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Tonga-2009-01-01,1,0,0,0,1,1.50201004827479e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Federated States of Micronesia (FSM)-Micronesia-2021-01-01,1,0,0,0,1,1.5e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Solomon Islands Ministry of Health and Medical Services-Solomon Islands-2021-05-26,1,0,0,0,1,1.5e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Sri Lanka Wheelchair Tennis Programme-Sri Lanka-2021-11-17,1,0,0,0,1,1.5e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Clodomiro Picado Institute-Costa Rica-2020-06-09,1,0,0,0,1,1.49656158319911e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Nepal-Nepal-2012-08-01,1,0,0,0,1,1.48891121688621e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ghana-Ghana-2018-03-30,1,0,0,0,1,1.48304594444892e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Zimbabwe Defense Forces (ZDF)-Zimbabwe-2020-06-04,1,0,0,0,1,1.4809258651656899e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Fiji Police Force-Fiji-2021-01-01,1,0,0,0,1,1.4757437e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ghana Ministry of Health-Ghana-2019-01-01,1,0,0,0,1,1.4742163388005002e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Timor-Leste-Timor-Leste-2003-12-01,1,0,0,0,1,1.47156866967906e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Laos-2003-04-05,1,0,0,0,1,1.47156866967906e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Nigeria-Nigeria-2015-01-01,5,0,0,0,5,1.464987345295982e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Montenegro-Montenegro-2017-06-22,1,0,0,0,1,1.46453158918514e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Zambia Police Service-Zambia-2003-01-01,1,0,0,0,1,1.46163824422712e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Cambodia-2007-10-27,1,0,0,0,1,1.4539855478086402e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Tanzania National Parks Authority-Tanzania-2020-10-23,2,0,0,0,2,1.4523615729764082e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Myanmar Ministry of Agriculture, Animal Husbandry, and Irrigation|Myanmar Ministry of Commerce|Myanmar Ministry of Health and Sports-Myanmar-2020-09-21",1,0,0,0,1,1.45188810310361e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Kazakhstan-2004-01-01,2,0,0,0,2,1.45086440164178e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Guyanese Ministry of Public Health-Guyana-2012-10-22,1,0,0,0,1,1.4363539021947e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ghana-Ghana-2004-05-10,1,0,0,0,1,1.42353257617914e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Cambodian Ministry of Foreign Affairs and International Cooperation-Cambodia-2016-01-01,1,0,0,0,1,1.42157121369128e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ruse Middle School-Bulgaria-2007-01-01,1,0,0,0,1,1.4193110062096502e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ghana-Ghana-2016-01-01,6,0,0,0,6,1.41889232842264e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Yemen Ministry of Public Health-Yemen-2020-06-05,1,0,0,0,1,1.4183829930319898e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Office of the First Lady - Kenya-Kenya-2018-01-01,1,0,0,0,1,1.41680467224227e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2010-09-01,1,0,0,0,1,1.40591204771074e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
The Queen Elizabeth Hospital (QEH) (Barbados)-Barbados-2019-01-01,2,0,0,0,2,1.40445576532767e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Sierra Leone-2006-11-01,1,0,0,0,1,1.40180552204943e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Madagascar-Madagascar-2010-12-23,1,0,0,0,1,1.39900813427668e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
National Council for Women of Egypt-Egypt-2010-01-01,1,0,0,0,1,1.39272693579624e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Salvation Army of Barbados-Barbados-2010-12-02,1,0,0,0,1,1.39272693579624e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2021-09-17,1,0,0,0,1,1.3888e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Cook Islands Ministry of Education-Cook Islands-2013-01-01,1,0,0,0,1,1.38721131458801e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Kazakhstan-2005-01-01,2,0,0,0,2,1.3824386437042102e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Afghanistan-Afghanistan-2020-03-22,4,0,0,0,4,1.376550746270572e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Niger-2004-01-01,3,0,0,0,3,1.37590471718143e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Samoa-2009-10-06,1,0,0,0,1,1.3740975651180598e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Jamaica Ministry of Health & Wellness-Jamaica-2021-09-01,1,0,0,0,1,1.36216589147286e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Fiji-2010-04-19,1,0,0,0,1,1.36144369633775e-4,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
