transaction_id,transaction_primary_class
Djibouti Ministry of Health-Djibouti-2003-07-01,NEUTRAL
Not Available-Togo-2013-03-26,NEUTRAL
"Economic Community of West African States (ECOWAS)-Africa, regional-2004-01-01",NEUTRAL
Ministry of Health (Uzbekistan)-Uzbekistan-2020-03-31,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2019-01-01",NEUTRAL
Not Available-Central African Republic-2003-01-01,NEUTRAL
Government of Madagascar-Madagascar-2018-06-06,NEUTRAL
Government of South Africa-South Africa-2020-01-01,NEUTRAL
Cecrisa Revestimentos Ceramicos S.A.-Brazil-2017-09-01,NEUTRAL
Cambodian Mine Action Centre-Cambodia-2002-06-06,NEUTRAL
Government of Zambia-Zambia-2007-02-01,NEUTRAL
Not Available-Armenia-2012-05-11,NEUTRAL
Government of Nigeria-Nigeria-2014-01-01,NEUTRAL
Ministry of Education and Science of Ukraine-Ukraine-2014-01-11,NEUTRAL
Not Available-Tanzania-2005-11-15,NEUTRAL
Tanzania Ministry of Health & Community Development-Tanzania-2005-12-02,NEUTRAL
Levy Mwanawasa University Teaching Hospital-Zambia-2019-12-23,NEUTRAL
Guyana Ministry of Education-Guyana-2017-10-01,NEUTRAL
Egyptian Ministry of Higher Education and Scientific Research-Egypt-2016-03-27,NEUTRAL
Government of Nepal-Nepal-2021-04-27,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2005-10-17,NEUTRAL
"Not Available-Asia, regional-2005-01-08",NEUTRAL
Not Available-Benin-2005-06-17,NEUTRAL
Not Available-Lesotho-2005-10-25,NEUTRAL
Not Available-Samoa-2015-11-11,NEUTRAL
Sierra Leone Ministry of Health and Sanitation-Sierra Leone-2018-11-06,NEUTRAL
Government of Côte d'Ivoire (Ivory Coast)-Côte d’Ivoire-2019-01-01,NEUTRAL
Government of the Maldives-Maldives-2017-01-01,GREEN
Government of Madagascar-Madagascar-2016-01-01,NEUTRAL
Cambodia Ministry of Health-Cambodia-2021-07-31,NEUTRAL
Government of Malaysia-Malaysia-2015-12-31,NEUTRAL
Government of Bohol Province-Philippines-2006-10-01,NEUTRAL
Government of Bosnia-Herzegovina-Bosnia-2006-10-23,NEUTRAL
Government of Liberia|Liberian Ministry of Health and Social Welfare-Liberia-2006-01-01,NEUTRAL
Not Available-Côte d’Ivoire-2006-05-31,NEUTRAL
Not Available-Niger-2006-12-15,NEUTRAL
Bahamas Ministry of Health-Bahamas-2021-10-29,NEUTRAL
Nay Pyi Taw No. 7 Middle School (China-Burma Friendship School No. 008)-Myanmar-2017-01-01,NEUTRAL
Red Cross Society of Myanmar-Myanmar-2017-01-01,NEUTRAL
Hlaing Thar Yar Town No. 9 High School (China-Burma Friendship School No. 011)-Myanmar-2017-01-01,NEUTRAL
Government of Pakistan-Pakistan-2020-05-15,NEUTRAL
Government of Ethiopia-Ethiopia-2001-12-19,NEUTRAL
Mali Ministry of Health and Social Development-Mali-2012-08-31,NEUTRAL
Government of Malawi-Malawi-2021-11-26,NEUTRAL
Lilongwe District Council-Malawi-2021-11-26,NEUTRAL
Malawi Police Service-Malawi-2021-04-29,NEUTRAL
Government of Vanuatu|Vanuatu Ministry of Health-Vanuatu-2021-11-17,NEUTRAL
Government of Indonesia-Indonesia-2002-10-01,NEUTRAL
Government of Nigeria-Nigeria-2020-04-17,NEUTRAL
Namibia Ministry of Health and Social Services-Namibia-2007-01-01,NEUTRAL
Government of El Salvador-El Salvador-2020-06-28,NEUTRAL
Not Available-Seychelles-2011-01-01,NEUTRAL
Not Available-Philippines-2003-01-01,NEUTRAL
Government of Botswana-Botswana-2008-01-01,NEUTRAL
Trust Fund of the Federal States of Micronesia-Micronesia-2008-01-01,NEUTRAL
Botswana Democratic Party-Botswana-2006-09-07,NEUTRAL
"Shan State Government, Myanmar|Yangon Regional Government-Myanmar-2020-10-16",NEUTRAL
Government of Tanzania-Tanzania-2020-08-06,NEUTRAL
Government of Pakistan-Pakistan-2018-01-01,NEUTRAL
Government of Morocco-Morocco-2002-01-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2002-05-15,NEUTRAL
Timor-Leste Ministry of Home Affairs-Timor-Leste-2005-01-01,NEUTRAL
Government of Pophnpei State of Micronesia-Micronesia-2009-01-01,NEUTRAL
"Government of Cameroon |Yaounde Gynaecology, Obstetrics and Pediatrics Hospital (HGOPY)-Cameroon-2007-01-30",NEUTRAL
Argentina Ministry of Health-Argentina-2020-03-17,NEUTRAL
Ministry of Agriculture and Fisheries (Timor-Leste)-Timor-Leste-2013-10-30,NEUTRAL
Government of Ghana-Ghana-2020-09-16,NEUTRAL
Government of Somalia-Somalia-2007-08-31,NEUTRAL
Government of Burundi-Burundi-2007-04-24,NEUTRAL
Not Available-Equatorial Guinea-2007-01-27,NEUTRAL
Not Available-Liberia-2007-01-01,NEUTRAL
Not Available-Pakistan-2007-07-03,NEUTRAL
East African Community (EAC)-Tanzania-2016-01-01,NEUTRAL
Government of Democratic Republic of Congo-Congo - Kinshasa-2016-08-10,NEUTRAL
Government of Bosnia-Herzegovina-Bosnia-2020-04-10,NEUTRAL
Government of Malawi-Malawi-2021-05-18,NEUTRAL
Ministère de la Santé Publique et de la Lutte contre le SIDA (Burundi)-Burundi-2012-04-23,NEUTRAL
Not Available-Philippines-2012-01-01,NEUTRAL
Not Available-Chad-2012-09-21,NEUTRAL
Liberian Naitonal Police (LNP)-Liberia-2014-09-24,NEUTRAL
Government of Ethiopia-Ethiopia-2020-08-27,NEUTRAL
Government of the Republic of Fiji-Fiji-2007-06-27,NEUTRAL
Enterprise Seychelles Agency-Seychelles-2019-12-19,NEUTRAL
Government of Grenada-Grenada-2014-01-01,NEUTRAL
Government of Lebanon-Lebanon-2020-09-09,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2021-08-27,NEUTRAL
World Health Organization (WHO)-Maldives-2005-04-04,NEUTRAL
World Health Organization (WHO)-Sri Lanka-2005-04-04,NEUTRAL
Government of Democratic Republic of Congo-Congo - Kinshasa-2017-06-13,NEUTRAL
The Queen Elizabeth Hospital (QEH) (Barbados)-Barbados-2017-01-01,NEUTRAL
Not Available-Mauritania-2016-01-01,NEUTRAL
Kyrgyz Ministry of Health-Kyrgyzstan-2020-04-02,NEUTRAL
Government of Viet Nam-Vietnam-2004-02-10,NEUTRAL
Not Available-Bahamas-2004-01-01,NEUTRAL
Not Available-Jamaica-2004-10-07,NEUTRAL
Not Available-Samoa-2004-01-01,NEUTRAL
Somali National Reconciliation Conference-Somalia-2004-01-01,NEUTRAL
Mali Hospital |Mali Ministry of Health-Mali-2021-07-15,NEUTRAL
Thailand Ministry of Foreign Affairs-Thailand-2004-02-12,NEUTRAL
International Organization for Migration-Jordan-2013-01-25,NEUTRAL
Not Available-Djibouti-2013-03-21,NEUTRAL
Not Available-Jordan-2013-01-30,NEUTRAL
Not Available-Laos-2013-10-31,NEUTRAL
Not Available-Namibia-2013-01-01,NEUTRAL
Parliament of Zimbabwe-Zimbabwe-2009-01-01,NEUTRAL
Government of Fiji-Fiji-2021-06-10,NEUTRAL
Chinese Association in Cambodia-Cambodia-2014-04-17,NEUTRAL
Government of Pakistan-Pakistan-2019-09-22,NEUTRAL
"Secretariat of the Pacific Regional Environment Programme (SPREP)-Oceania, regional-2019-01-01",NEUTRAL
University of Lomé-Togo-2019-01-01,NEUTRAL
Not Available-Dominica-2015-10-15,NEUTRAL
Fiji Ministry of Health and Medcal Services-Fiji-2020-05-24,NEUTRAL
Ghana Ministry of Health-Ghana-2020-05-15,NEUTRAL
Government of Kyrgyzstan-Kyrgyzstan-2020-04-12,NEUTRAL
Government of Samoa-Samoa-2020-04-14,NEUTRAL
Government of Sri Lanka-Sri Lanka-2020-05-01,NEUTRAL
"South Pacific Tourism Organization-Oceania, regional-2020-10-13",NEUTRAL
World Health Organization (WHO)-Chad-2020-03-10,NEUTRAL
Government of Zimbabwe-Zimbabwe-2020-06-11,NEUTRAL
Not Available-Cameroon-2009-12-10,NEUTRAL
University of Lomé-Togo-2015-01-01,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2014-07-21",NEUTRAL
Mauritian Police Department-Mauritius-2012-01-01,NEUTRAL
Government of Burkina Faso-Burkina Faso-2019-01-15,NEUTRAL
Dar es Salaam University-Tanzania-2009-01-01,NEUTRAL
Government of Barbados-Barbados-2008-05-06,NEUTRAL
Government of North Macedonia-North Macedonia-2008-01-01,NEUTRAL
Government of the Central African Republic-Central African Republic-2008-03-12,NEUTRAL
Government of Dominican Republic-Dominican Republic-2021-01-31,NEUTRAL
Government of Yap State of Micronesia-Micronesia-2018-01-01,NEUTRAL
Ministry of Education of Ghana-Ghana-2018-01-01,NEUTRAL
The Queen Elizabeth Hospital (QEH) (Barbados)-Barbados-2018-01-01,NEUTRAL
Government of Guyana-Guyana-2005-02-05,NEUTRAL
Not Available-Pakistan-2005-10-01,NEUTRAL
Not Available-Pakistan-2005-10-16,NEUTRAL
Not Available-Somalia-2005-01-01,NEUTRAL
Pakistan Ministry of Defence-Pakistan-2005-01-01,NEUTRAL
Togo Ministry of Health-Togo-2005-01-01,NEUTRAL
Not Available-Sri Lanka-2019-01-01,NEUTRAL
Gambia Ministry of Health-Gambia-2020-03-10,NEUTRAL
Fiji Prime Minister's National Disaster Relief and Rehabilitation Fund-Fiji-2020-12-30,NEUTRAL
Not Available-Guinea-Bissau-2005-01-06,NEUTRAL
Philippines' Department of Interior and Local Government (DILG)-Philippines-2019-08-09,NEUTRAL
Namibia Ministry of Health and Social Services-Namibia-2014-01-01,NEUTRAL
Peru Ministry of Health (Ministerio de Salud) (MINSA)-Peru-2021-05-25,NEUTRAL
Not Available-Congo - Brazzaville-2011-04-11,NEUTRAL
Government of Nigeria-Nigeria-2016-07-28,GREEN
Government of Panama-Panama-2020-12-01,NEUTRAL
Not Available-Central African Republic-2003-09-01,NEUTRAL
Kenya Ministry of Finance (AKA National Treasury)-Kenya-2010-01-06,NEUTRAL
Government of Laos-Laos-2018-07-23,NEUTRAL
Future Assured-Nigeria-2017-06-12,NEUTRAL
Equatorial Guinea Ministry of Health and Social Welfare-Equatorial Guinea-2010-01-01,NEUTRAL
Government of Cambodia-Cambodia-2010-12-01,NEUTRAL
Not Available-Tanzania-2010-05-26,NEUTRAL
GAD Municipal Coronel Marcelino Maridueña (Ecuador)-Ecuador-2008-01-01,NEUTRAL
the Philippine National Police-Philippines-2019-01-28,GREY
Government of the Central African Republic-Central African Republic-2006-07-12,NEUTRAL
Not Available-Cape Verde-2006-08-31,NEUTRAL
University of Zimbabwe-Zimbabwe-2006-01-01,NEUTRAL
Not Available-Central African Republic-2006-09-09,NEUTRAL
Antigua and Barbuda Emergency Medical Services-Antigua & Barbuda-2017-01-01,NEUTRAL
Cambodia National Police-Cambodia-2001-01-01,NEUTRAL
Government of Uganda-Uganda-2001-01-18,NEUTRAL
Mongolia Ministry of Health-Mongolia-2020-09-03,NEUTRAL
Yekaterinburg Municipal Government-Russia-2020-07-16,NEUTRAL
Transitional Government of Tigray-Ethiopia-2021-05-25,NEUTRAL
Union of Youth Federations of Cambodia (UYFC-Cambodia-2016-03-28,NEUTRAL
Government of Laos-Laos-2020-03-29,NEUTRAL
Secretariat of the Pacific Regional Environment Programme (SPREP)-Samoa-2021-11-17,NEUTRAL
Peru Ministry of Health (Ministerio de Salud) (MINSA)-Peru-2021-01-27,NEUTRAL
Government of Ethiopia-Ethiopia-2010-05-18,GREEN
Not Available-Samoa-2021-01-01,NEUTRAL
Champassak Municipal Government-Laos-2021-06-30,NEUTRAL
Government of Malawi-Malawi-2011-01-01,NEUTRAL
Iran Ministry of Health-Iran-2020-02-25,NEUTRAL
Kamuzu Central Hospital|Mzuzu Central Hospitals-Malawi-2018-01-01,NEUTRAL
Government of Botswana-Botswana-2020-05-29,NEUTRAL
Government of Angola-Angola-2020-05-15,NEUTRAL
Government of Uzbekistan-Uzbekistan-2004-11-26,NEUTRAL
Bolivian Ministry of Health-Bolivia-2020-05-12,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2019-07-10,NEUTRAL
Government of Pakistan-Pakistan-2011-11-01,NEUTRAL
Not Available-North Korea-2011-08-11,NEUTRAL
Not Available-Samoa-2011-01-01,NEUTRAL
Zimbabwe Senate-Zimbabwe-2011-01-01,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2020-04-01",NEUTRAL
Sri Lanka Ministry of Defence-Sri Lanka-2020-05-12,NEUTRAL
Not Available-Central African Republic-2007-07-18,NEUTRAL
The Lao National Commission for Drug Control and Supervision-Laos-2005-01-01,NEUTRAL
Government of Senegal-Senegal-2011-01-01,NEUTRAL
Not Available-Samoa-2007-05-11,NEUTRAL
"Ethiopia Ministry of Water, Irrigation and Energy-Ethiopia-2012-06-01",GREEN
Not Available-Sierra Leone-2012-08-30,NEUTRAL
Not Available-Sri Lanka-2012-05-04,NEUTRAL
Government of the Philippines-Philippines-2020-04-05,NEUTRAL
Government of Cambodia-Cambodia-2012-06-08,NEUTRAL
Thailand Burapha University-Thailand-2021-12-14,NEUTRAL
Not Available-Fiji-2011-02-22,NEUTRAL
Not Available-Samoa-2017-11-08,NEUTRAL
Ecuador Ministry of Foreign Affairs and Migration-Ecuador-2006-01-12,NEUTRAL
Not Available-Trinidad & Tobago-2013-01-01,NEUTRAL
Ecuador Ministry of Public Health-Ecuador-2020-05-29,NEUTRAL
Government of Colombia-Colombia-2014-01-01,NEUTRAL
Peru Ministry of Health (Ministerio de Salud) (MINSA)-Peru-2020-08-01,NEUTRAL
Georgetown Public Hospital Corporation (GPHC)-Guyana-2018-12-28,NEUTRAL
Government of Dominica-Dominica-2007-09-23,NEUTRAL
Not Available-Laos-2007-07-18,NEUTRAL
Not Available-Uganda-2007-01-01,NEUTRAL
Not Available-Namibia-2009-01-01,NEUTRAL
Government of Uruguay-Uruguay-2019-01-31,NEUTRAL
Government of Guinea-Bissau-Guinea-Bissau-2014-04-01,NEUTRAL
Government of Guinea-Guinea-2014-04-01,NEUTRAL
Government of Liberia-Liberia-2014-04-24,NEUTRAL
Not Available-Maldives-2014-04-10,NEUTRAL
Not Available-Sierra Leone-2014-04-23,NEUTRAL
Cambodia National Electric Power Company-Cambodia-2020-04-20,NEUTRAL
Government of Nigeria-Nigeria-2016-01-01,NEUTRAL
National Bank of Tajikistan-Tajikistan-2016-01-01,NEUTRAL
Not Available-Afghanistan-2016-12-27,NEUTRAL
"Peru National Museum of Archeology, Anthropology, and History-Peru-2016-11-21",NEUTRAL
San Fernando General Hospital-Trinidad & Tobago-2015-01-01,NEUTRAL
Government of South Sudan-South Sudan-2020-06-11,NEUTRAL
Unspecified Libyan Government Institution-Libya-2020-06-10,NEUTRAL
Thailand Ministry of Public Health-Thailand-2009-01-01,NEUTRAL
Not Available-Sri Lanka-2013-01-01,NEUTRAL
"Republic of Congo Ministry of Primary Education, Secondary Education, and Literacy-Congo - Brazzaville-2019-01-01",NEUTRAL
Government of Brazil-Brazil-2021-06-01,NEUTRAL
Mali Ministry of Health and Social Development-Mali-2021-02-25,NEUTRAL
Government of Ethiopia-Ethiopia-2020-09-24,NEUTRAL
"Caribbean Public Health Agency (CARPHA)-America, regional-2020-05-12",NEUTRAL
World Health Organization (WHO)-Turkey-2017-01-03,NEUTRAL
Jamaican Office of Disaster Preparedness and Emergency Management (ODPEM)-Jamaica-2012-11-09,NEUTRAL
"Albania Ministry of Education, Sport and Youth-Albania-2016-01-01",NEUTRAL
Not Available-Mongolia-2011-01-01,NEUTRAL
Government of Nepal-Nepal-2020-12-07,NEUTRAL
Government of Benin-Benin-2017-06-16,NEUTRAL
Government of Malawi-Malawi-2017-12-12,NEUTRAL
Not Available-Kyrgyzstan-2017-04-13,NEUTRAL
Not Available-Vietnam-2017-01-01,NEUTRAL
University of Karachi-Pakistan-2017-01-01,NEUTRAL
Not Available-Cook Islands-2021-01-01,NEUTRAL
Government of the Republic of Fiji-Fiji-2007-12-18,NEUTRAL
Government of Albania-Albania-2018-01-01,NEUTRAL
Government of Niger-Niger-2016-11-30,NEUTRAL
Not Available-Uzbekistan-2015-02-01,NEUTRAL
Not Available-Bahamas-2015-01-01,NEUTRAL
Philippine Red Cross-Philippines-2020-05-12,NEUTRAL
Uganda Ministry of Health-Uganda-2020-04-26,NEUTRAL
Rwandan Patriotic Front-Rwanda-2008-01-01,NEUTRAL
Government of Cambodia-Cambodia-2010-11-25,NEUTRAL
Cambodia Ministry of Interior-Cambodia-2001-01-01,NEUTRAL
Government of the Solomon Islands-Solomon Islands-2020-11-27,NEUTRAL
China-Africa Development Fund (CADFund)-Liberia-2014-11-04,NEUTRAL
China-Africa Development Fund (CADFund)-Sierra Leone-2014-11-04,NEUTRAL
University of Novi Sad-Serbia-2014-04-11,NEUTRAL
Government of Cameroon-Cameroon-2020-08-03,NEUTRAL
Government of Ghana-Ghana-2011-06-22,NEUTRAL
National University of Samoa-Samoa-2020-11-04,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2018-05-28,NEUTRAL
Kenya Highways Authority-Kenya-2018-03-15,NEUTRAL
Nalaikh District Hospital-Mongolia-2018-01-01,NEUTRAL
Youth Exchange Fund for Malaysia-China Friendship Foundation-Malaysia-2018-01-01,NEUTRAL
Myanmar Ministry of Health and Sports-Myanmar-2020-03-27,NEUTRAL
Government of Samoa-Samoa-2019-07-01,NEUTRAL
Pakistan Federal Board of Revenue (Customs)-Pakistan-2019-01-10,NEUTRAL
Youth Exchange Fund for Malaysia-China Friendship Foundation-Malaysia-2019-07-23,NEUTRAL
Port Moresby General Hospital-Papua New Guinea-2018-01-01,NEUTRAL
Government of Albania-Albania-2020-07-01,NEUTRAL
Not Available-Vanuatu-2004-01-01,NEUTRAL
Government of Timor-Leste-Timor-Leste-2005-01-01,NEUTRAL
Government of the Philippines-Philippines-2021-12-21,NEUTRAL
Government of Uzbekistan-Uzbekistan-2020-04-29,NEUTRAL
Government of the Philippines-Philippines-2020-02-02,NEUTRAL
Kachin State Government-Myanmar-2020-04-08,NEUTRAL
Mongolia Ministry of Defense-Mongolia-2020-05-26,NEUTRAL
Yangon University-Myanmar-2020-12-03,NEUTRAL
Kyaukbodang Town No.3 Middle School (China-Burma Friendship School No. 013)-Myanmar-2017-01-01,NEUTRAL
Han Chiang University College of Communication-Malaysia-2017-01-01,NEUTRAL
Government of Burkina Faso-Burkina Faso-2018-10-30,NEUTRAL
Costa Rican Institute of Sport and Recreation-Costa Rica-2015-12-11,NEUTRAL
Northern Cape Provincial Government-South Africa-2020-05-05,NEUTRAL
Government of the Republic of Fiji-Fiji-2020-12-07,NEUTRAL
"Pacific Islands Forum-Oceania, regional-2004-12-22",NEUTRAL
National Assembly of Mauritius-Mauritius-2019-06-01,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2020-06-09,NEUTRAL
Kenyan Ministry of Agriculture-Kenya-2002-01-01,NEUTRAL
Not Available-Fiji-2014-11-17,NEUTRAL
Myanmar Ministry of Health and Sports-Myanmar-2020-04-22,NEUTRAL
Government of Kenya-Kenya-2003-02-27,NEUTRAL
"Government of Sabah, Malaysia-Malaysia-2020-06-10",NEUTRAL
Far Eastern University Thailand-Thailand-2021-12-14,NEUTRAL
Government of Cambodia-Cambodia-2019-10-18,NEUTRAL
Bangladesh Ministry of Foreign Affairs|Bangladesh Ministry of Health and Family Welfare-Bangladesh-2020-03-01,NEUTRAL
Plan Trifinio-El Salvador-2020-12-03,NEUTRAL
Ethiopian Ministry of Agriculture and Natural Resources-Ethiopia-2019-01-01,NEUTRAL
Not Available-Kazakhstan-2003-05-09,NEUTRAL
Government of Tanzania-Tanzania-2021-01-07,NEUTRAL
Seychelles Ministry of Foreign Affairs and International Cooperation-Seychelles-2021-01-23,NEUTRAL
State Forensic Examination Committee of the Republic of Belarus-Belarus-2021-07-29,NEUTRAL
Ngorongoro National Park-Tanzania-2017-09-30,NEUTRAL
Government of Laos-Laos-2018-08-09,NEUTRAL
Government of Guyana-Guyana-2007-05-18,NEUTRAL
University of Novi Sad-Serbia-2019-07-15,NEUTRAL
Trust Fund of the Federal States of Micronesia-Micronesia-2006-01-01,NEUTRAL
"Zimbabwe Ministry of Agriculture, Mechanization, and Irrigation Development-Zimbabwe-2019-01-01",NEUTRAL
Ecuador Chapter Binational Plan for the Development of the Ecuador-Peru Border Region-Ecuador-2008-01-01,NEUTRAL
Government of Guinea-Bissau-Guinea-Bissau-2008-09-05,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2008-09-06",NEUTRAL
Government of Myanmar (Burma)-Myanmar-2008-05-01,NEUTRAL
"Myanmar Ministry of Social Welfare, Relief and Resettlement-Myanmar-2008-01-01",NEUTRAL
Not Available-Laos-2008-08-26,NEUTRAL
Not Available-Peru-2008-07-24,NEUTRAL
"Myanmar Ministry of Social Welfare, Relief and Resettlement|Union Enterprise for Humanitarian Assistance, Resettlement and Development in Rakhine (UEHRD)-Myanmar-2018-01-01",NEUTRAL
Kenyan Ministry of Foreign Affairs-Kenya-2011-01-01,NEUTRAL
Not Available-Laos-2011-08-24,NEUTRAL
Cor Jesu College-Philippines-2019-12-04,NEUTRAL
Fiji Ministry of Health and Medical Services-Fiji-2017-07-17,NEUTRAL
Government of Kenya-Kenya-2001-05-01,NEUTRAL
Save the Children-Philippines-2012-02-01,NEUTRAL
Government of Tanzania-Tanzania-2021-01-21,NEUTRAL
Not Available-Papua New Guinea-2004-01-01,NEUTRAL
Government of South Sudan-Sudan-2009-04-09,NEUTRAL
Not Available-Costa Rica-2009-01-19,NEUTRAL
Not Available-Namibia-2009-02-01,NEUTRAL
Not Available-Tonga-2009-01-01,NEUTRAL
Government of the Federated States of Micronesia (FSM)-Micronesia-2021-01-01,NEUTRAL
Solomon Islands Ministry of Health and Medical Services-Solomon Islands-2021-05-26,NEUTRAL
Sri Lanka Wheelchair Tennis Programme-Sri Lanka-2021-11-17,NEUTRAL
Clodomiro Picado Institute-Costa Rica-2020-06-09,NEUTRAL
Government of Nepal-Nepal-2012-08-01,NEUTRAL
Government of Ghana-Ghana-2018-03-30,NEUTRAL
Zimbabwe Defense Forces (ZDF)-Zimbabwe-2020-06-04,NEUTRAL
Fiji Police Force-Fiji-2021-01-01,NEUTRAL
Ghana Ministry of Health-Ghana-2019-01-01,NEUTRAL
Government of Timor-Leste-Timor-Leste-2003-12-01,NEUTRAL
Not Available-Laos-2003-04-05,NEUTRAL
Government of Nigeria-Nigeria-2015-01-01,NEUTRAL
Government of Montenegro-Montenegro-2017-06-22,NEUTRAL
Zambia Police Service-Zambia-2003-01-01,NEUTRAL
Not Available-Cambodia-2007-10-27,NEUTRAL
Tanzania National Parks Authority-Tanzania-2020-10-23,NEUTRAL
"Myanmar Ministry of Agriculture, Animal Husbandry, and Irrigation|Myanmar Ministry of Commerce|Myanmar Ministry of Health and Sports-Myanmar-2020-09-21",NEUTRAL
Not Available-Kazakhstan-2004-01-01,NEUTRAL
Guyanese Ministry of Public Health-Guyana-2012-10-22,NEUTRAL
Government of Ghana-Ghana-2004-05-10,NEUTRAL
Cambodian Ministry of Foreign Affairs and International Cooperation-Cambodia-2016-01-01,NEUTRAL
Ruse Middle School-Bulgaria-2007-01-01,NEUTRAL
Government of Ghana-Ghana-2016-01-01,NEUTRAL
Yemen Ministry of Public Health-Yemen-2020-06-05,NEUTRAL
Office of the First Lady - Kenya-Kenya-2018-01-01,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2010-09-01,NEUTRAL
The Queen Elizabeth Hospital (QEH) (Barbados)-Barbados-2019-01-01,NEUTRAL
Not Available-Sierra Leone-2006-11-01,NEUTRAL
Government of Madagascar-Madagascar-2010-12-23,NEUTRAL
National Council for Women of Egypt-Egypt-2010-01-01,NEUTRAL
Salvation Army of Barbados-Barbados-2010-12-02,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2021-09-17,NEUTRAL
Cook Islands Ministry of Education-Cook Islands-2013-01-01,NEUTRAL
Not Available-Kazakhstan-2005-01-01,NEUTRAL
Government of Afghanistan-Afghanistan-2020-03-22,NEUTRAL
Not Available-Niger-2004-01-01,NEUTRAL
Not Available-Samoa-2009-10-06,NEUTRAL
Jamaica Ministry of Health & Wellness-Jamaica-2021-09-01,NEUTRAL
Not Available-Fiji-2010-04-19,NEUTRAL
Not Available-Mauritania-2015-01-01,NEUTRAL
Lesotho Ministry of Police and Public Safety-Lesotho-2020-09-01,NEUTRAL
South African Department of Health-South Africa-2020-05-07,NEUTRAL
Government of Vientiane Province-Laos-2020-08-07,NEUTRAL
Government of Cook Islands-Cook Islands-2020-03-01,NEUTRAL
Government of Sri Lanka-Sri Lanka-2005-05-12,NEUTRAL
Mongolia National Emergency Management Agency-Mongolia-2020-03-27,NEUTRAL
Municipality of São Paulo-Brazil-2020-03-27,NEUTRAL
Fiji Ministry of Health and Medical Services-Fiji-2020-01-01,NEUTRAL
Unspecified Congolese Government Agency-Congo - Brazzaville-2021-01-01,NEUTRAL
Centre Hospitalier Universitaire Anosiala-Madagascar-2021-02-01,NEUTRAL
Unspecified Egyptian Government Agency-Egypt-2020-04-16,NEUTRAL
Ghana Ministry of Finance-Ghana-2005-09-15,NEUTRAL
Ethiopian Ministry of Finance-Ethiopia-2011-01-14,GREEN
Comoros Ministry of Health-Comoros-2019-01-01,NEUTRAL
Levy Mwanawasa University Teaching Hospital|Livingstone Central Hospital|Ndola General Hospital|University of Zambia Teaching Hospital-Zambia-2018-01-17,NEUTRAL
World Health Organization (WHO)-Ethiopia-2020-03-10,NEUTRAL
World Health Organization (WHO)-Uganda-2020-03-10,NEUTRAL
Government of Pakistan-Pakistan-2005-12-07,NEUTRAL
"Government of Sabah, Malaysia-Malaysia-2020-03-29",NEUTRAL
National Assembly of Seychelles-Seychelles-2006-01-17,NEUTRAL
Not Available-Côte d’Ivoire-2017-01-01,NEUTRAL
Not Available-Pakistan-2000-01-01,NEUTRAL
Government of Sri Lanka-Sri Lanka-2006-09-19,NEUTRAL
Government of Timor-Leste-Timor-Leste-2006-09-01,NEUTRAL
Kenyan Ministry of Health-Kenya-2006-04-28,NEUTRAL
Not Available-North Korea-2006-01-01,NEUTRAL
World Health Organization (WHO)-Niger-2020-03-10,NEUTRAL
"Government of Sarawak, Malaysia-Malaysia-2021-06-01",NEUTRAL
Not Available-Fiji-2016-12-20,NEUTRAL
Red Cross Society of Peru-Peru-2001-01-01,NEUTRAL
Government of Jamaica-Jamaica-2020-04-23,NEUTRAL
Government of Kenya|Kenyan Ministry of Health-Kenya-2003-09-13,NEUTRAL
Government of Ecuador-Ecuador-2015-08-24,NEUTRAL
Government of Ecuador-Ecuador-2002-11-28,NEUTRAL
Zanzibar Youth Education Enviroment Development Support Association|Zanzibar Youth Wind Band-Tanzania-2002-01-01,NEUTRAL
Government of the Maldives-Maldives-2020-06-10,NEUTRAL
Malawi Department of Disaster Management Affairs (DoDMA)-Malawi-2020-08-11,NEUTRAL
Brazilian Red Cross-Brazil-2011-01-26,NEUTRAL
Government of Burundi-Burundi-2011-11-15,NEUTRAL
Government of Nepal-Nepal-2011-02-01,NEUTRAL
Government of Sudan-South Sudan-2011-02-06,NEUTRAL
"Intergovernmental Authority on Development (IGAD)-Africa, regional-2011-11-01",NEUTRAL
Exito Importadora e Exportadora S.A.-Brazil-2012-06-01,NEUTRAL
Government of Armenia-Armenia-2020-04-08,NEUTRAL
Not Available-Equatorial Guinea-2017-01-01,NEUTRAL
Georgetown Public Hospital Corporation (GPHC)-Guyana-2017-03-08,NEUTRAL
School of Public Administration of the Labour and Civil Service Ministry-Guinea-2006-01-01,NEUTRAL
China-Myanmar Friendship Association |Myanmar Banks Assocation|Myanmar Livestock Federation|Union of Myanmar Federation of Chambers of Commerce and Industries (UMFCCI)-Myanmar-2020-11-03,NEUTRAL
